CustomerID,age
13157,7
13158,7
13159,7
13160,0
13161,4
13162,7
13165,9
13166,5
13167,6
13168,8
13169,7
13170,6
13171,1
13173,4
13174,4
13176,1
13177,4
13178,3
13182,5
13183,0
13184,4
13185,4
13186,6
13187,3
13188,0
13189,5
13192,6
13193,1
13194,1
13196,7
13198,0
13199,0
13200,9
13203,7
13207,1
13208,8
13209,0
13210,3
13211,9
13212,10
13213,8
13216,0
13217,0
13218,4
13220,7
13221,8
13223,7
13224,6
13225,1
13226,2
13227,8
13228,3
13229,2
13230,4
13232,4
13233,0
13235,8
13236,6
13238,9
13239,4
13240,3
13242,6
13243,1
13244,6
13245,2
13246,3
13247,5
13248,8
13249,6
13253,6
13255,2
13256,2
13258,7
13259,1
13260,7
13261,8
13262,4
13263,1
13265,7
13266,1
13267,0
13268,1
13269,1
13270,7
13271,7
13272,0
13273,1
13276,3
13277,6
13278,1
13279,2
13280,9
13282,6
13283,1
13284,4
13285,6
13291,3
13292,6
13294,7
13295,1
13296,1
13297,6
13298,1
13299,2
13300,7
13301,3
13302,3
13304,4
13305,4
13307,9
13308,8
13309,5
13310,9
13311,3
13313,9
13314,10
13316,9
13317,6
13318,7
13319,0
13320,6
13321,1
13322,4
13323,8
13324,0
13325,1
13327,0
13328,8
13329,9
13330,7
13332,3
13334,5
13336,6
13338,4
13339,5
13340,1
13341,7
13343,3
13344,6
13345,3
13347,6
13348,10
13349,5
13350,8
13351,7
13352,1
13354,5
13355,4
13356,7
13357,1
13358,2
13359,4
13362,9
13363,7
13364,4
13365,6
13366,1
13368,2
13369,5
13370,7
13372,1
13373,7
13375,7
13376,8
13379,12
13381,2
13382,7
13384,0
13385,1
13388,10
13389,8
13390,1
13391,6
13394,5
13395,10
13396,9
13397,9
13398,3
13402,2
13403,2
13404,11
13405,6
13410,7
13411,4
13414,6
13416,5
13417,4
13418,1
13419,0
13420,4
13421,8
13422,9
13425,7
13426,2
13427,6
13428,5
13429,8
13430,2
13431,9
13434,1
13435,0
13436,1
13437,1
13439,8
13441,2
13447,7
13448,0
13449,5
13450,4
13451,6
13452,2
13453,7
13455,7
13456,3
13458,0
13460,1
13461,9
13462,3
13464,4
13466,3
13467,8
13468,0
13470,2
13471,7
13473,7
13474,8
13475,5
13476,8
13477,5
13479,1
13481,8
13482,2
13483,5
13484,6
13485,1
13486,9
13487,0
13488,3
13489,3
13491,5
13494,6
13495,10
13496,4
13497,2
13499,6
13500,9
13502,3
13503,4
13504,0
13506,0
13507,9
13508,5
13509,3
13510,8
13512,7
13513,3
13514,3
13515,11
13516,7
13517,8
13518,1
13519,1
13521,6
13522,5
13523,10
13524,4
13525,7
13527,3
13529,4
13531,2
13532,1
13533,4
13534,1
13536,0
13538,5
13539,6
13544,5
13546,5
13548,10
13549,4
13551,8
13552,0
13555,7
13557,1
13558,1
13560,9
13561,7
13562,9
13563,7
13564,7
13565,0
13566,10
13568,0
13569,5
13570,0
13571,6
13572,9
13573,0
13575,7
13576,2
13577,7
13579,3
13581,7
13583,6
13584,5
13587,8
13588,4
13589,6
13590,5
13591,6
13592,5
13593,9
13594,1
13596,8
13598,1
13599,1
13600,2
13601,0
13602,2
13603,4
13606,2
13607,5
13610,6
13611,9
13614,9
13615,0
13617,3
13618,7
13621,2
13623,7
13626,1
13627,8
13629,1
13630,4
13631,0
13632,7
13634,7
13635,10
13636,9
13637,7
13638,6
13639,6
13642,3
13643,7
13644,6
13645,1
13647,9
13649,0
13650,4
13651,3
13652,7
13654,4
13655,8
13656,7
13657,2
13658,8
13659,8
13662,6
13663,5
13666,7
13667,5
13668,2
13669,6
13670,2
13672,4
13673,1
13675,1
13678,2
13680,6
13681,6
13682,7
13684,2
13685,2
13686,5
13689,9
13690,3
13692,8
13695,5
13697,8
13699,1
13700,4
13703,1
13704,5
13705,8
13706,0
13707,9
13708,1
13709,0
13710,2
13711,5
13712,4
13715,5
13716,7
13717,4
13718,2
13719,10
13720,8
13721,6
13722,7
13723,1
13725,3
13726,8
13727,5
13728,5
13730,9
13731,4
13732,4
13735,7
13736,9
13737,3
13739,7
13740,4
13741,6
13742,2
13743,5
13744,6
13745,3
13747,8
13748,7
13750,7
13751,5
13752,5
13753,7
13754,6
13755,6
13756,0
13758,2
13759,2
13760,0
13761,7
13762,0
13763,10
13764,9
13769,6
13771,6
13772,9
13774,8
13778,4
13780,2
13781,7
13782,5
13784,4
13786,2
13787,6
13790,1
13791,6
13792,8
13799,3
13800,6
13801,10
13802,8
13803,5
13804,6
13805,9
13806,3
13807,2
13808,8
13819,8
13821,3
13822,0
13823,5
13824,8
13826,2
13827,4
13828,3
13831,3
13832,2
13833,0
13835,7
13837,0
13838,4
13841,2
13842,0
13844,4
13845,1
13846,8
13848,6
13849,7
13850,9
13851,6
13853,6
13854,1
13856,2
13858,5
13859,3
13860,8
13862,4
13863,0
13865,7
13866,4
13867,5
13868,6
13869,4
13870,6
13871,0
13873,1
13874,6
13875,8
13876,6
13877,5
13878,8
13880,1
13882,9
13883,8
13884,7
13885,5
13886,5
13887,0
13888,1
13889,8
13890,5
13892,1
13893,5
13894,4
13895,6
13897,6
13898,2
13899,6
13900,7
13901,8
13904,2
13908,6
13911,6
13914,5
13917,4
13918,7
13922,4
13923,5
13924,4
13925,6
13926,1
13927,0
13928,0
13929,9
13930,9
13931,7
13932,7
13933,1
13934,8
13936,2
13937,4
13938,6
13939,3
13940,5
13941,4
13946,7
13947,5
13948,12
13949,5
13950,8
13951,1
13952,6
13953,0
13954,3
13955,7
13956,10
13959,2
13960,0
13962,0
13963,2
13967,3
13969,1
13971,3
13972,5
13973,1
13974,3
13975,5
13976,5
13978,1
13979,6
13980,4
13982,9
13983,5
13984,6
13985,1
13986,3
13988,1
13989,6
13990,2
13991,5
13992,1
13993,1
13994,4
13995,7
13999,0
14000,4
14001,6
14002,1
14004,0
14005,9
14006,8
14009,0
14012,0
14013,0
14014,5
14015,7
14019,7
14020,5
14021,1
14022,5
14023,5
14024,3
14027,3
14029,3
14030,5
14032,5
14034,8
14035,9
14036,0
14037,5
14038,6
14039,4
14040,1
14041,3
14044,5
14045,6
14046,11
14047,9
14048,1
14049,8
14050,7
14051,0
14052,6
14053,3
14054,7
14055,8
14056,0
14057,1
14059,3
14060,2
14062,0
14064,9
14066,2
14067,4
14068,1
14071,3
14073,1
14075,8
14076,5
14077,2
14078,5
14079,7
14080,0
14081,4
14082,1
14083,6
14085,1
14087,5
14089,2
14090,5
14092,0
14093,0
14098,2
14099,3
14100,7
14101,0
14102,8
14104,3
14105,7
14107,4
14108,8
14109,6
14110,0
14111,0
14112,5
14113,7
14114,5
14116,8
14117,5
14121,8
14124,9
14125,7
14126,6
14127,10
14128,5
14129,11
14130,1
14132,0
14133,2
14135,1
14138,11
14139,2
14140,4
14141,7
14142,1
14143,3
14145,7
14146,9
14147,5
14148,4
14149,2
14150,3
14152,1
14154,7
14155,3
14157,5
14158,4
14159,0
14161,9
14162,4
14163,7
14164,5
14165,0
14167,6
14171,3
14173,0
14174,4
14175,9
14176,2
14177,1
14178,4
14179,7
14180,2
14184,3
14185,14
14188,5
14189,0
14191,0
14193,8
14194,0
14195,6
14196,1
14198,10
14199,0
14201,3
14204,7
14205,2
14206,1
14208,10
14209,5
14210,4
14211,5
14212,7
14214,7
14215,4
14216,8
14217,3
14218,3
14219,3
14220,2
14221,2
14222,3
14223,8
14224,9
14226,9
14227,0
14229,8
14231,9
14232,10
14233,7
14234,7
14235,9
14236,6
14237,10
14238,1
14239,4
14240,8
14241,5
14242,1
14243,4
14245,8
14246,9
14247,2
14248,3
14250,8
14251,8
14256,8
14257,8
14258,2
14259,2
14261,6
14262,4
14264,0
14267,11
14270,11
14271,1
14272,3
14273,4
14276,5
14280,0
14282,1
14284,4
14285,4
14286,10
14287,1
14288,6
14289,3
14290,8
14291,2
14292,2
14293,6
14295,10
14297,7
14299,1
14300,3
14301,5
14304,0
14305,8
14306,7
14307,5
14309,5
14311,6
14312,6
14314,4
14315,3
14317,9
14320,8
14321,9
14323,8
14326,2
14327,4
14329,0
14331,3
14332,8
14333,4
14334,6
14336,5
14338,8
14339,0
14340,8
14341,3
14342,5
14344,5
14345,4
14346,7
14348,1
14349,4
14350,2
14351,7
14352,7
14353,4
14354,5
14355,2
14356,6
14357,1
14359,6
14360,9
14362,3
14364,1
14367,1
14368,4
14371,6
14373,8
14375,2
14377,2
14379,3
14381,5
14382,3
14383,6
14385,1
14386,3
14387,8
14388,0
14389,6
14390,2
14393,4
14395,2
14396,2
14397,5
14400,6
14401,0
14403,8
14404,4
14406,5
14407,4
14408,7
14409,3
14410,5
14411,7
14412,8
14413,5
14414,4
14415,1
14416,6
14418,6
14419,3
14420,4
14421,9
14422,1
14423,7
14424,11
14426,0
14427,4
14428,8
14431,4
14432,4
14434,5
14436,2
14437,8
14438,1
14440,7
14441,10
14443,9
14446,5
14447,6
14448,3
14449,6
14450,2
14451,4
14452,6
14453,7
14456,0
14457,7
14459,8
14460,11
14461,7
14462,3
14463,4
14465,10
14466,5
14467,3
14470,6
14472,5
14473,4
14474,3
14475,8
14476,3
14477,8
14479,4
14480,8
14481,3
14482,5
14483,3
14484,6
14485,2
14487,7
14488,7
14489,1
14491,2
14493,10
14494,0
14495,7
14496,2
14497,0
14498,6
14499,9
14500,0
14501,3
14502,3
14503,1
14504,0
14505,0
14506,8
14507,3
14508,1
14511,8
14512,2
14513,4
14514,7
14515,4
14517,9
14518,4
14520,2
14522,6
14523,1
14524,5
14525,0
14527,1
14528,2
14529,4
14530,5
14532,7
14533,4
14534,2
14535,10
14536,8
14537,1
14538,0
14539,6
14540,9
14541,7
14542,4
14543,0
14544,7
14546,6
14547,0
14548,0
14549,2
14550,11
14551,2
14552,0
14553,11
14554,7
14555,5
14557,7
14560,5
14561,7
14562,0
14565,11
14567,11
14569,1
14570,8
14572,4
14573,3
14576,1
14577,6
14578,2
14581,1
14582,0
14583,8
14584,9
14585,0
14586,4
14587,3
14589,1
14591,7
14592,6
14593,9
14594,2
14595,6
14597,9
14598,1
14600,0
14601,4
14603,3
14607,1
14608,8
14609,4
14616,0
14618,0
14619,0
14620,5
14621,6
14622,3
14623,11
14624,7
14625,7
14626,9
14628,0
14629,7
14631,9
14632,3
14633,6
14636,3
14638,0
14639,4
14640,4
14641,0
14642,0
14643,1
14644,9
14645,0
14647,5
14649,6
14651,6
14652,5
14653,5
14655,6
14656,1
14657,9
14658,5
14659,4
14660,0
14661,6
14662,7
14664,4
14665,8
14666,1
14667,1
14669,5
14670,0
14672,8
14673,7
14675,5
14676,5
14681,5
14682,3
14684,6
14687,2
14688,2
14689,4
14690,1
14691,7
14692,10
14693,8
14696,3
14697,8
14698,7
14699,7
14700,6
14701,4
14702,2
14703,3
14704,3
14705,3
14708,9
14709,1
14710,1
14711,4
14712,9
14713,5
14714,4
14715,9
14716,6
14719,9
14720,2
14722,4
14723,5
14725,8
14727,4
14729,4
14730,5
14731,0
14732,5
14733,1
14735,0
14737,5
14738,5
14739,2
14740,7
14741,6
14744,5
14745,7
14747,4
14748,9
14752,1
14753,5
14754,2
14755,1
14756,8
14757,3
14758,8
14759,7
14760,1
14761,0
14762,8
14764,3
14765,4
14766,5
14768,6
14769,0
14770,9
14772,3
14775,8
14776,4
14778,6
14779,1
14780,7
14782,6
14784,2
14785,2
14788,4
14789,6
14790,6
14792,5
14793,6
14794,6
14795,1
14796,0
14798,1
14799,6
14800,1
14801,6
14803,8
14804,8
14805,6
14806,12
14808,5
14810,5
14813,6
14815,7
14816,6
14817,7
14818,1
14819,2
14820,4
14821,1
14823,3
14824,5
14825,4
14828,6
14829,0
14830,7
14834,5
14836,3
14837,7
14840,2
14841,2
14842,9
14844,7
14847,3
14849,0
14850,3
14851,7
14852,4
14853,8
14854,5
14855,0
14856,9
14857,8
14859,10
14860,5
14861,5
14862,9
14863,1
14865,3
14866,0
14867,9
14868,4
14869,8
14870,4
14871,2
14873,0
14875,7
14878,4
14880,7
14881,7
14882,2
14883,5
14885,10
14886,1
14887,6
14888,6
14889,6
14890,7
14891,3
14893,8
14894,7
14895,0
14896,4
14897,9
14898,5
14901,5
14902,4
14903,7
14904,7
14905,6
14907,0
14908,9
14910,8
14913,6
14915,3
14916,10
14918,7
14920,9
14921,7
14923,7
14924,1
14929,1
14944,0
14946,8
14947,1
14948,4
14950,2
14951,6
14952,0
14953,8
14954,9
14957,1
14958,2
14959,3
14960,4
14961,1
14962,6
14963,9
14964,3
14965,1
14966,6
14967,4
14968,4
14970,5
14971,9
14972,13
14973,5
14974,7
14975,5
14976,3
14978,11
14981,9
14984,1
14985,0
14987,6
14988,0
14995,7
14997,5
14998,1
15000,0
15002,8
15004,9
15005,1
15006,4
15007,0
15009,6
15010,6
15012,7
15014,5
15016,7
15017,0
15018,4
15019,6
15021,4
15022,6
15023,3
15024,4
15025,4
15026,2
15027,8
15028,4
15030,8
15031,3
15032,7
15033,4
15034,0
15035,5
15036,8
15038,4
15041,0
15042,1
15043,2
15044,0
15045,6
15046,0
15047,1
15048,1
15049,2
15050,13
15051,7
15052,3
15053,1
15054,8
15057,8
15058,6
15059,6
15060,2
15062,7
15063,4
15065,6
15066,7
15067,8
15068,4
15069,5
15070,4
15071,8
15073,7
15074,8
15075,6
15076,9
15078,0
15079,10
15081,2
15083,3
15087,3
15088,7
15089,6
15090,3
15091,4
15092,2
15093,0
15095,8
15096,8
15097,2
15099,0
15100,7
15101,0
15103,7
15104,5
15105,6
15106,8
15107,4
15109,2
15110,6
15111,5
15113,7
15114,4
15115,0
15116,6
15117,7
15118,13
15119,3
15120,8
15121,5
15122,6
15123,8
15124,5
15125,1
15127,5
15128,9
15129,2
15130,2
15132,10
15133,9
15134,4
15135,2
15136,9
15139,7
15140,5
15142,7
15143,6
15144,0
15145,7
15146,9
15147,3
15148,5
15149,1
15150,0
15152,0
15153,10
15154,4
15156,7
15157,6
15158,7
15160,1
15163,3
15164,7
15165,3
15167,5
15168,6
15171,9
15172,9
15174,5
15175,6
15178,2
15179,6
15180,6
15181,7
15182,2
15184,3
15185,6
15186,1
15187,1
15192,7
15193,1
15194,1
15195,9
15197,9
15198,7
15199,7
15201,8
15203,7
15204,3
15205,0
15206,3
15208,8
15210,0
15211,6
15212,7
15213,2
15214,3
15215,7
15216,2
15218,1
15219,1
15220,3
15221,6
15222,3
15223,10
15224,10
15225,1
15226,6
15227,7
15228,7
15230,4
15232,2
15234,6
15235,4
15236,7
15237,10
15238,9
15239,8
15240,8
15241,4
15243,8
15244,3
15245,10
15246,5
15247,4
15249,0
15251,0
15252,9
15253,11
15254,3
15255,6
15256,1
15257,5
15258,0
15260,5
15261,5
15262,8
15263,5
15264,6
15265,9
15266,5
15267,7
15269,0
15270,5
15271,5
15272,10
15274,7
15275,5
15276,2
15277,2
15279,3
15280,5
15281,4
15286,9
15287,6
15288,8
15289,7
15290,0
15291,2
15292,6
15296,1
15297,6
15298,1
15299,0
15300,0
15301,1
15303,1
15304,3
15306,6
15307,3
15308,0
15312,7
15313,0
15314,7
15315,0
15316,2
15318,3
15319,0
15320,0
15321,6
15322,5
15325,4
15326,2
15327,0
15329,6
15330,9
15333,8
15334,5
15335,0
15339,3
15341,7
15342,3
15343,2
15344,1
15345,4
15346,6
15347,1
15348,8
15349,1
15350,1
15351,4
15353,7
15355,1
15356,4
15358,0
15360,7
15361,0
15363,5
15364,11
15365,5
15366,5
15367,7
15368,1
15370,4
15372,8
15373,4
15374,4
15376,8
15379,1
15380,8
15381,1
15382,1
15384,7
15385,4
15386,1
15389,4
15392,8
15393,1
15394,9
15395,6
15396,6
15397,3
15398,7
15399,6
15400,7
15402,3
15405,6
15406,2
15407,9
15408,5
15410,2
15411,7
15412,6
15414,9
15415,6
15416,7
15417,5
15419,6
15421,11
15422,3
15423,3
15424,3
15426,6
15427,9
15428,2
15429,4
15432,8
15433,0
15434,8
15435,9
15436,8
15437,0
15438,1
15440,8
15442,5
15443,0
15444,9
15445,4
15447,1
15448,6
15449,8
15450,7
15452,5
15453,5
15454,3
15456,6
15457,1
15458,3
15460,3
15462,5
15463,4
15464,9
15465,1
15466,5
15467,5
15468,1
15469,6
15471,8
15472,3
15473,6
15475,4
15478,5
15482,0
15483,0
15484,8
15485,8
15488,0
15489,8
15491,0
15492,4
15493,7
15494,6
15497,8
15498,1
15500,9
15502,0
15503,6
15504,0
15505,7
15506,8
15507,5
15508,5
15510,6
15511,7
15512,5
15513,1
15514,0
15516,5
15517,2
15518,5
15520,1
15521,2
15522,4
15523,4
15524,6
15525,7
15526,0
15527,4
15528,2
15529,2
15530,8
15531,7
15532,9
15533,7
15535,4
15537,3
15539,1
15540,4
15541,1
15543,2
15544,0
15545,2
15547,1
15549,8
15550,2
15551,2
15552,1
15553,0
15554,3
15555,0
15556,2
15557,6
15561,8
15562,3
15563,8
15565,3
15567,2
15568,8
15569,7
15570,0
15571,5
15572,5
15573,0
15574,9
15576,5
15577,6
15578,4
15579,8
15581,6
15582,0
15584,6
15585,7
15587,7
15589,0
15592,0
15593,2
15594,8
15596,8
15597,5
15598,2
15599,8
15601,1
15602,3
15603,2
15604,2
15605,4
15606,5
15607,3
15608,9
15609,6
15610,6
15611,5
15612,5
15615,0
15618,8
15619,0
15620,8
15621,7
15622,1
15623,9
15624,6
15625,9
15626,4
15628,5
15630,9
15632,1
15634,7
15636,5
15637,0
15639,9
15640,0
15641,8
15643,3
15644,4
15645,4
15646,9
15648,2
15649,8
15651,7
15652,5
15653,9
15654,7
15655,3
15656,7
15657,1
15658,7
15659,6
15660,4
15661,2
15663,5
15664,4
15665,6
15667,7
15668,3
15669,6
15670,0
15671,5
15673,11
15674,8
15675,2
15676,8
15677,7
15678,3
15679,10
15680,7
15681,6
15683,4
15687,6
15689,1
15690,3
15691,1
15692,4
15694,1
15695,5
15696,4
15699,2
15700,10
15701,11
15703,7
15704,8
15705,4
15706,7
15707,8
15708,1
15709,4
15712,9
15713,5
15714,4
15716,7
15717,9
15719,0
15720,5
15721,1
15722,10
15723,1
15724,8
15725,6
15727,2
15729,5
15730,6
15732,6
15733,3
15734,7
15737,4
15738,2
15739,8
15740,3
15743,7
15744,4
15745,7
15746,6
15747,8
15748,1
15750,4
15752,3
15753,4
15754,5
15755,5
15756,6
15757,6
15758,6
15759,5
15762,5
15763,9
15764,2
15766,6
15768,6
15773,0
15774,8
15775,1
15776,2
15777,6
15780,2
15781,5
15782,9
15783,1
15785,7
15786,8
15787,8
15789,2
15790,1
15791,10
15793,10
15795,4
15796,5
15797,4
15799,6
15800,8
15801,10
15803,2
15804,2
15805,1
15806,7
15807,9
15808,6
15809,2
15810,7
15811,6
15812,7
15813,7
15814,8
15815,8
15819,9
15820,3
15821,6
15822,5
15823,4
15825,1
15826,6
15827,3
15829,2
15830,9
15831,7
15832,10
15834,6
15835,6
15836,1
15837,2
15839,8
15840,6
15841,10
15843,5
15844,5
15845,0
15847,4
15850,6
15852,2
15853,0
15854,6
15855,7
15857,1
15858,8
15860,7
15861,0
15862,5
15863,3
15864,6
15865,8
15866,5
15867,1
15869,3
15870,1
15872,5
15874,1
15877,8
15880,2
15881,1
15882,6
15883,1
15885,6
15886,1
15888,3
15889,6
15891,5
15894,3
15895,4
15897,5
15898,7
15899,5
15900,0
15901,3
15903,0
15904,4
15906,5
15907,5
15909,8
15910,3
15912,6
15916,5
15917,4
15918,5
15919,7
15920,3
15921,7
15922,5
15923,0
15925,1
15930,10
15932,4
15933,7
15935,4
15937,4
15938,2
15939,0
15940,3
15942,0
15944,4
15945,5
15947,8
15948,9
15949,2
15950,9
15951,9
15952,8
15953,5
15955,1
15957,4
15958,5
15963,5
15965,7
15967,0
15969,5
15970,0
15971,0
15973,3
15974,0
15975,6
15976,1
15977,8
15978,4
15980,10
15981,3
15983,11
15984,4
15985,5
15986,2
15987,3
15988,5
15990,7
15992,4
15993,4
15994,3
15996,5
15998,7
16000,4
16003,10
16005,1
16006,5
16007,9
16008,0
16009,7
16010,9
16011,2
16012,6
16014,1
16015,5
16016,4
16017,5
16018,6
16019,0
16020,6
16022,7
16023,8
16024,5
16025,4
16026,2
16027,3
16030,7
16031,5
16033,1
16034,9
16036,8
16037,3
16038,1
16040,8
16041,9
16042,6
16043,7
16045,7
16048,1
16049,6
16050,2
16052,2
16053,10
16054,5
16055,4
16056,9
16057,5
16059,4
16062,8
16063,2
16065,7
16066,6
16070,8
16071,1
16072,11
16073,4
16076,5
16078,1
16079,10
16080,5
16081,8
16083,8
16084,1
16085,7
16086,9
16091,3
16092,4
16093,2
16094,8
16096,4
16097,4
16098,4
16099,6
16101,6
16102,10
16103,4
16104,7
16105,1
16106,4
16107,0
16108,10
16109,1
16110,8
16112,6
16113,3
16114,5
16115,4
16116,3
16117,8
16119,7
16120,8
16121,9
16122,2
16123,8
16124,4
16125,5
16126,9
16127,6
16128,7
16131,0
16133,0
16134,5
16135,3
16136,8
16139,6
16140,6
16141,2
16142,1
16143,4
16144,6
16145,1
16146,9
16147,2
16148,2
16149,2
16150,6
16152,8
16153,8
16156,1
16157,1
16159,6
16160,8
16161,1
16162,7
16163,7
16164,9
16168,0
16169,7
16170,5
16171,3
16172,6
16173,6
16174,6
16175,5
16177,1
16178,10
16179,1
16180,0
16181,0
16182,7
16183,7
16184,5
16185,1
16186,0
16187,0
16188,4
16189,3
16190,1
16191,0
16193,5
16198,0
16200,7
16201,9
16202,2
16203,3
16204,9
16205,10
16206,1
16207,5
16208,5
16209,8
16211,2
16212,1
16213,6
16214,6
16215,6
16216,10
16217,1
16218,0
16221,7
16222,10
16224,8
16225,8
16226,5
16227,4
16229,9
16230,3
16232,5
16233,2
16235,9
16236,4
16239,1
16240,7
16241,5
16242,1
16243,0
16244,8
16245,7
16247,2
16248,3
16249,10
16250,0
16253,9
16255,3
16256,7
16257,4
16258,6
16260,8
16261,7
16265,4
16266,6
16268,6
16270,7
16271,10
16272,4
16274,2
16275,1
16276,9
16278,3
16279,8
16281,6
16282,5
16283,10
16284,6
16287,0
16292,4
16293,4
16295,4
16297,1
16298,7
16302,5
16303,10
16305,0
16306,4
16308,6
16309,9
16311,2
16313,1
16315,2
16316,4
16317,8
16318,3
16319,2
16322,3
16323,7
16324,5
16325,2
16326,1
16327,2
16330,2
16332,5
16337,6
16338,8
16339,9
16340,1
16341,7
16342,3
16343,5
16344,10
16345,3
16347,8
16348,3
16349,7
16350,8
16351,0
16352,1
16353,0
16354,5
16356,9
16357,1
16358,7
16359,6
16360,0
16361,5
16362,8
16363,6
16364,9
16365,4
16366,6
16367,7
16368,3
16369,6
16370,11
16372,5
16374,1
16376,6
16377,1
16378,2
16379,9
16380,9
16383,6
16384,5
16385,6
16386,2
16387,5
16389,7
16392,6
16393,1
16394,7
16395,8
16398,8
16399,5
16400,6
16401,2
16402,9
16403,7
16404,4
16405,7
16406,3
16407,6
16409,9
16411,4
16412,0
16413,2
16414,1
16415,2
16416,7
16418,4
16419,4
16423,1
16424,6
16425,6
16426,4
16427,7
16429,1
16430,7
16431,5
16432,1
16433,4
16434,4
16438,9
16440,6
16441,0
16442,2
16444,0
16445,7
16447,7
16448,1
16449,9
16450,2
16451,1
16454,5
16455,5
16456,7
16457,2
16458,0
16460,6
16461,0
16462,2
16463,7
16464,8
16466,5
16468,0
16469,2
16470,8
16471,2
16473,8
16474,4
16475,7
16477,4
16478,1
16479,4
16480,8
16482,4
16483,2
16484,2
16485,0
16488,6
16491,9
16493,6
16494,8
16495,6
16496,7
16497,5
16498,2
16499,5
16500,6
16503,8
16504,8
16505,10
16506,9
16509,2
16510,0
16511,11
16513,9
16515,8
16516,3
16517,3
16518,0
16519,3
16520,9
16523,1
16525,1
16526,4
16527,8
16528,0
16529,1
16531,5
16532,7
16533,7
16535,3
16536,1
16539,8
16542,2
16545,3
16546,7
16549,1
16550,6
16551,7
16552,5
16553,2
16554,8
16555,4
16556,2
16557,7
16558,1
16560,6
16561,5
16563,8
16565,5
16566,5
16567,8
16569,1
16570,0
16571,10
16572,6
16573,2
16574,1
16581,0
16582,1
16583,5
16584,8
16586,3
16587,6
16589,3
16591,1
16592,0
16593,2
16594,6
16595,7
16596,1
16597,6
16598,3
16600,4
16601,3
16602,3
16603,9
16607,0
16609,0
16610,4
16611,0
16612,11
16613,4
16614,1
16616,1
16617,6
16618,8
16619,3
16620,5
16621,9
16623,4
16624,5
16625,5
16626,2
16627,4
16628,8
16629,1
16633,4
16634,9
16637,7
16638,5
16639,6
16641,4
16642,3
16643,5
16644,10
16647,9
16648,0
16650,10
16652,1
16653,8
16654,0
16655,0
16656,0
16657,8
16658,6
16659,2
16660,6
16665,1
16666,0
16667,6
16668,4
16669,8
16670,1
16671,10
16672,1
16674,0
16676,7
16678,0
16679,6
16680,9
16681,4
16682,8
16685,5
16686,0
16688,7
16689,0
16690,2
16692,5
16693,4
16696,3
16697,1
16698,10
16700,1
16701,1
16705,0
16706,4
16708,6
16709,8
16710,3
16711,7
16712,0
16713,0
16714,3
16715,2
16716,6
16717,0
16718,5
16719,4
16720,1
16721,8
16722,0
16723,4
16725,6
16726,4
16727,0
16728,7
16729,0
16730,9
16732,3
16734,5
16735,10
16737,5
16738,3
16739,7
16743,4
16744,6
16745,1
16746,0
16747,5
16748,9
16750,1
16751,6
16752,6
16753,4
16754,6
16755,9
16756,4
16757,2
16758,5
16759,6
16761,5
16762,7
16763,4
16764,6
16765,7
16766,8
16767,1
16768,1
16769,1
