0,1,2,3,4,5,6,7,8,9,10,11
4.0,7.0,47.0,57.0,76.0,48.0,71.0,91.0,25.0,4.0,17.0,16.0
293.0,569.0,496.0,1112.0,221.0,521.0,270.0,191.0,248.0,431.0,264.0,391.0
372.0,467.0,408.0,1372.0,397.0,912.0,872.0,646.0,1004.0,1196.0,1199.0,772.0
495.0,726.0,850.0,1626.0,0.0,0.0,889.0,1115.0,1718.0,1907.0,2795.0,691.0
29.0,52.0,45.0,68.0,119.0,67.0,20.0,4.0,0.0,0.0,0.0,0.0
145.0,730.0,189.0,283.0,122.0,285.0,266.0,203.0,186.0,71.0,125.0,234.0
282.0,471.0,358.0,373.0,224.0,446.0,606.0,226.0,422.0,242.0,298.0,505.0
1046.0,897.0,887.0,1651.0,584.0,1122.0,1468.0,769.0,1303.0,1057.0,988.0,1019.0
430.0,454.0,522.0,974.0,658.0,798.0,947.0,777.0,1138.0,1132.0,675.0,936.0
758.0,958.0,1177.0,1538.0,878.0,1230.0,1772.0,1086.0,1862.0,1839.0,1617.0,2209.0
732.0,1588.0,1158.0,1505.0,1125.0,2355.0,1638.0,1730.0,2154.0,1813.0,1365.0,1993.0
572.0,617.0,425.0,994.0,600.0,1367.0,887.0,1033.0,1150.0,878.0,512.0,703.0
525.0,745.0,455.0,1059.0,471.0,1061.0,1114.0,1376.0,1517.0,1361.0,1023.0,1215.0
509.0,673.0,513.0,1044.0,675.0,1067.0,1212.0,1635.0,1538.0,1030.0,851.0,950.0
1.0,3.0,0.0,2.0,22.0,51.0,24.0,0.0,0.0,0.0,0.0,0.0
679.0,63.0,9.0,50.0,16.0,16.0,40.0,60.0,124.0,47.0,43.0,63.0
22.0,78.0,27.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,64.0,36.0,145.0,31.0,128.0,25.0,1.0,0.0,3.0,8.0,6.0
8.0,46.0,4.0,4.0,13.0,1.0,7.0,0.0,3.0,5.0,4.0,14.0
142.0,86.0,269.0,121.0,71.0,119.0,46.0,77.0,127.0,153.0,128.0,282.0
181.0,176.0,127.0,98.0,177.0,151.0,91.0,59.0,163.0,143.0,122.0,212.0
95.0,130.0,52.0,97.0,89.0,68.0,146.0,57.0,84.0,45.0,81.0,58.0
65.0,54.0,11.0,39.0,35.0,25.0,52.0,28.0,30.0,33.0,17.0,25.0
181.0,72.0,59.0,243.0,217.0,71.0,229.0,60.0,127.0,109.0,104.0,43.0
22.0,0.0,45.0,5.0,17.0,27.0,21.0,0.0,12.0,28.0,31.0,87.0
0.0,3.0,12.0,0.0,4.0,0.0,5.0,9.0,0.0,1.0,16.0,13.0
25.0,0.0,27.0,1.0,2.0,24.0,5.0,6.0,1.0,3.0,13.0,60.0
13.0,6.0,9.0,20.0,12.0,6.0,14.0,9.0,3.0,11.0,15.0,37.0
5.0,3.0,3.0,6.0,3.0,3.0,5.0,0.0,0.0,2.0,7.0,26.0
4.0,0.0,3.0,4.0,41.0,0.0,8.0,0.0,0.0,9.0,13.0,18.0
12.0,6.0,6.0,5.0,8.0,12.0,8.0,17.0,2.0,16.0,12.0,15.0
15.0,7.0,9.0,12.0,0.0,5.0,18.0,8.0,9.0,7.0,7.0,8.0
9.0,2.0,1.0,1.0,16.0,0.0,1.0,6.0,5.0,5.0,2.0,24.0
13.0,11.0,11.0,4.0,8.0,7.0,13.0,5.0,15.0,11.0,13.0,26.0
12.0,3.0,6.0,8.0,7.0,6.0,8.0,11.0,13.0,5.0,12.0,12.0
7.0,3.0,2.0,5.0,27.0,11.0,8.0,8.0,16.0,5.0,16.0,14.0
10.0,23.0,20.0,9.0,12.0,9.0,13.0,34.0,56.0,14.0,21.0,23.0
7.0,6.0,14.0,4.0,2.0,7.0,17.0,41.0,12.0,7.0,10.0,42.0
4.0,3.0,9.0,4.0,0.0,0.0,12.0,9.0,0.0,15.0,3.0,14.0
25.0,52.0,11.0,10.0,8.0,9.0,17.0,33.0,13.0,1.0,4.0,2.0
6.0,0.0,2.0,1.0,6.0,13.0,10.0,23.0,0.0,12.0,6.0,22.0
11.0,18.0,0.0,1.0,14.0,10.0,8.0,26.0,16.0,13.0,21.0,105.0
17.0,3.0,3.0,11.0,2.0,6.0,3.0,6.0,3.0,2.0,0.0,0.0
8.0,4.0,5.0,6.0,3.0,2.0,3.0,7.0,16.0,42.0,2.0,0.0
9.0,6.0,6.0,11.0,2.0,2.0,3.0,0.0,5.0,9.0,31.0,48.0
10.0,2.0,9.0,2.0,9.0,7.0,0.0,1.0,8.0,17.0,34.0,56.0
4.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0
10.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0
23.0,3.0,5.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,6.0
0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.0,2.0,28.0,12.0,16.0,11.0,8.0,1.0,0.0,1.0,7.0,5.0
0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,12.0,0.0,5.0
0.0,0.0,0.0,4.0,3.0,12.0,0.0,0.0,28.0,10.0,1.0,4.0
26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,339.0,24.0,16.0,258.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
254.0,48.0,40.0,94.0,34.0,49.0,24.0,38.0,82.0,36.0,10.0,30.0
113.0,301.0,18.0,11.0,496.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,4.0,0.0,4.0,0.0,4.0,6.0,0.0,5.0,5.0,25.0
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,10.0,6.0,0.0,6.0,1.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,104.0,56.0,8.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,0.0,0.0,144.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,91.0,125.0,140.0,153.0,45.0,57.0,56.0,54.0,79.0,70.0,124.0
105.0,92.0,72.0,102.0,62.0,45.0,47.0,61.0,399.0,61.0,96.0,153.0
16.0,32.0,18.0,12.0,16.0,16.0,14.0,6.0,0.0,4.0,2.0,0.0
6.0,14.0,6.0,25.0,9.0,8.0,6.0,4.0,61.0,17.0,0.0,12.0
40.0,104.0,67.0,24.0,0.0,3.0,1.0,318.0,72.0,193.0,94.0,213.0
1.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,0.0,12.0,12.0
0.0,0.0,0.0,0.0,0.0,36.0,32.0,0.0,12.0,18.0,30.0,42.0
0.0,0.0,12.0,0.0,0.0,48.0,12.0,12.0,0.0,0.0,18.0,39.0
0.0,0.0,0.0,0.0,12.0,57.0,72.0,30.0,60.0,73.0,46.0,34.0
9.0,1.0,0.0,6.0,12.0,77.0,82.0,44.0,24.0,133.0,62.0,92.0
1.0,0.0,0.0,0.0,18.0,84.0,226.0,46.0,15.0,39.0,33.0,30.0
0.0,2.0,0.0,6.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
42.0,54.0,53.0,43.0,181.0,59.0,14.0,32.0,40.0,28.0,37.0,90.0
6.0,2.0,2.0,4.0,6.0,0.0,16.0,2.0,7.0,5.0,1.0,1.0
4.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,172.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,58.0,9.0,13.0,20.0,34.0,14.0,28.0,10.0,0.0,0.0,0.0
11.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,277.0,0.0,3.0,17.0,5.0,13.0,4.0,6.0,117.0,70.0,45.0
91.0,117.0,12.0,22.0,24.0,5.0,24.0,0.0,0.0,2.0,7.0,24.0
41.0,17.0,0.0,3.0,0.0,1.0,6.0,49.0,7.0,21.0,27.0,279.0
11.0,8.0,0.0,1.0,0.0,0.0,6.0,14.0,8.0,20.0,26.0,80.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,49.0,27.0,64.0,26.0,136.0,26.0,46.0,24.0,19.0,16.0,5.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,14.0,0.0,2.0,1.0,0.0,5.0,7.0,0.0,4.0,23.0,9.0
4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,13.0
10.0,2.0,8.0,0.0,0.0,6.0,13.0,15.0,53.0,0.0,0.0,0.0
0.0,13.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0
15.0,1.0,27.0,4.0,3.0,0.0,20.0,37.0,5.0,0.0,0.0,0.0
4.0,3.0,3.0,3.0,5.0,2.0,19.0,25.0,16.0,0.0,2.0,0.0
1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,615.0,347.0,351.0,365.0,461.0,430.0,910.0,567.0,521.0,394.0,764.0
11.0,7.0,44.0,17.0,18.0,14.0,24.0,15.0,0.0,19.0,1.0,110.0
5.0,4.0,9.0,1.0,13.0,1.0,13.0,3.0,0.0,38.0,1.0,77.0
0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
2.0,6.0,7.0,8.0,10.0,0.0,2.0,2.0,8.0,8.0,13.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
12.0,3.0,1.0,0.0,8.0,16.0,0.0,2.0,1.0,32.0,0.0,22.0
11.0,1.0,20.0,8.0,32.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,13.0,8.0,24.0,1.0,1.0,23.0,1.0,65.0,185.0,122.0,239.0
23.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301.0,77.0,57.0,24.0,71.0,82.0,35.0,12.0,72.0,54.0,108.0,252.0
346.0,83.0,7.0,27.0,83.0,91.0,77.0,17.0,89.0,88.0,92.0,275.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
398.0,72.0,232.0,2.0,1.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0
111.0,47.0,13.0,44.0,26.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0
