13102,10
13103,2
13104,11
13106,5
13107,1
13108,2
13109,1
13110,11
13113,6
13115,3
13116,3
13117,11
13118,1
13120,5
13121,5
13122,2
13124,0
13126,8
13127,4
13130,8
13131,0
13132,5
13133,6
13134,1
13135,1
13136,2
13137,11
13138,6
13139,7
13140,3
13141,3
13142,7
13144,6
13145,3
13146,5
13147,1
13148,6
13149,3
13151,1
13153,3
13155,2
13157,2
13158,1
13159,1
13160,3
13161,7
13162,1
13165,2
13166,5
13167,0
13168,1
13169,1
13170,5
13171,4
13173,5
13174,0
13176,2
13177,6
13178,9
13182,6
13183,7
13184,10
13185,2
13186,2
13187,2
13188,2
13189,6
13192,2
13193,5
13194,5
13196,2
13198,8
13199,9
13200,2
13203,2
13207,7
13208,2
13209,8
13210,1
13211,0
13212,1
13213,3
13216,3
13217,5
13218,6
13220,3
13221,3
13223,7
13224,2
13225,7
13226,2
13227,8
13228,0
13229,5
13230,7
13232,7
13233,6
13235,1
13236,2
13238,2
13239,4
13240,3
13242,5
13243,7
13244,0
13245,6
13246,12
13247,3
13248,8
13249,0
13253,1
13255,3
13256,1
13258,3
13259,5
13260,7
13261,2
13262,6
13263,9
13265,1
13266,8
13267,8
13268,9
13269,7
13270,6
13271,6
13272,8
13273,4
13276,6
13277,2
13278,6
13279,7
13280,0
13282,3
13283,5
13284,5
13285,3
13291,7
13292,7
13294,2
13295,5
13296,0
13297,2
13298,6
13299,5
13300,3
13301,5
13302,4
13304,3
13305,6
13307,2
13308,0
13309,2
13310,1
13311,0
13313,2
13314,1
13316,0
13317,7
13318,7
13319,3
13320,3
13321,5
13322,5
13323,1
13324,8
13325,7
13327,5
13328,2
13329,2
13330,1
13332,6
13334,3
13336,1
13338,4
13339,2
13340,8
13341,1
13343,6
13344,0
13345,8
13347,6
13348,6
13349,3
13350,1
13351,4
13352,4
13354,3
13355,2
13356,1
13357,7
13358,2
13359,6
13362,0
13363,1
13364,3
13365,2
13366,5
13368,3
13369,8
13370,2
13372,4
13373,2
13375,3
13376,2
13379,4
13381,8
13382,3
13384,5
13385,5
13388,3
13389,1
13390,4
13391,6
13394,7
13395,4
13396,2
13397,2
13398,2
13402,5
13403,4
13404,5
13405,2
13408,5
13410,1
13411,4
13414,2
13416,2
13417,5
13418,8
13419,4
13420,5
13421,1
13422,0
13425,1
13426,8
13427,3
13428,4
13429,2
13430,4
13431,3
13434,4
13435,11
13436,6
13437,8
13439,1
13441,7
13447,0
13448,11
13449,3
13450,11
13451,0
13452,5
13453,3
13455,1
13456,7
13458,6
13460,1
13461,1
13462,3
13464,7
13466,4
13467,0
13468,5
13470,4
13471,1
13473,0
13474,2
13475,2
13476,1
13477,8
13479,6
13481,0
13482,4
13483,4
13484,1
13485,4
13486,1
13487,6
13488,9
13489,6
13491,7
13494,5
13495,3
13496,3
13497,6
13499,1
13500,2
13502,4
13503,7
13504,5
13506,5
13507,2
13508,5
13509,9
13510,0
13512,4
13513,4
13514,7
13515,1
13516,2
13517,1
13518,3
13519,6
13521,1
13522,8
13523,2
13524,5
13525,7
13527,9
13529,3
13531,5
13532,3
13533,3
13534,10
13536,8
13538,10
13539,6
13544,0
13546,7
13548,4
13549,7
13551,3
13552,8
13555,0
13557,3
13558,3
13560,4
13561,3
13562,2
13563,2
13564,1
13565,7
13566,1
13568,6
13569,5
13570,3
13571,8
13572,2
13573,7
13575,1
13576,6
13577,2
13579,4
13581,6
13583,1
13584,4
13587,0
13588,11
13589,1
13590,6
13591,1
13592,4
13593,1
13594,3
13596,2
13598,3
13599,7
13600,2
13601,5
13602,5
13603,4
13606,4
13607,4
13610,12
13611,3
13614,0
13615,5
13617,8
13618,1
13621,4
13623,1
13626,6
13627,1
13629,7
13630,13
13631,9
13632,1
13634,1
13635,1
13636,2
13637,0
13638,4
13639,1
13642,1
13643,7
13644,1
13645,6
13647,2
13649,4
13650,8
13651,12
13652,2
13654,9
13655,1
13656,3
13657,5
13658,0
13659,1
13662,2
13663,5
13666,7
13667,2
13668,7
13669,4
13670,8
13672,3
13673,8
13675,4
13678,1
13680,1
13681,3
13682,7
13684,5
13685,8
13686,1
13689,4
13690,6
13692,2
13694,10
13695,8
13697,7
13699,6
13700,8
13703,2
13704,11
13705,2
13706,6
13707,1
13708,6
13709,6
13710,3
13711,5
13712,5
13715,1
13716,4
13717,10
13718,4
13719,1
13720,2
13721,6
13722,2
13723,5
13725,6
13726,2
13727,6
13728,7
13730,1
13731,5
13732,4
13735,1
13736,2
13737,2
13739,5
13740,6
13741,9
13742,10
13743,9
13744,3
13745,4
13747,3
13748,1
13750,3
13751,4
13752,10
13753,1
13754,4
13755,9
13756,11
13758,12
13759,9
13760,8
13761,0
13762,4
13763,2
13764,2
13767,11
13769,8
13771,1
13772,1
13774,4
13777,8
13778,4
13780,4
13781,5
13782,6
13784,7
13786,4
13787,6
13790,4
13791,3
13792,5
13798,7
13799,8
13800,6
13801,1
13802,4
13803,4
13804,8
13805,2
13806,9
13807,5
13808,1
13819,1
13821,2
13822,6
13823,3
13824,4
13826,6
13827,5
13828,2
13831,8
13832,7
13833,7
13835,0
13837,7
13838,3
13841,4
13842,9
13844,4
13845,5
13846,2
13848,2
13849,1
13850,3
13851,2
13853,0
13854,10
13856,6
13858,6
13859,6
13860,2
13862,4
13863,1
13865,5
13866,7
13867,0
13868,2
13869,2
13870,7
13871,5
13873,6
13874,4
13875,3
13876,2
13877,5
13878,2
13880,9
13881,5
13882,2
13883,2
13884,3
13885,6
13886,7
13887,9
13888,3
13889,7
13890,10
13892,8
13893,2
13894,6
13895,0
13897,6
13898,8
13899,5
13900,1
13901,3
13904,1
13908,2
13911,9
13914,5
13917,7
13918,2
13922,3
13923,3
13924,5
13925,2
13926,5
13927,2
13928,6
13929,2
13930,6
13931,1
13932,3
13933,6
13934,3
13936,4
13937,3
13938,3
13939,5
13940,0
13941,0
13946,4
13947,4
13948,6
13949,9
13950,1
13951,3
13952,2
13953,6
13954,2
13955,3
13956,0
13959,2
13960,7
13962,2
13963,3
13967,7
13969,11
13971,8
13972,5
13973,5
13974,4
13975,6
13976,3
13978,3
13979,1
13980,3
13982,0
13983,9
13984,3
13985,12
13986,6
13988,8
13989,2
13990,3
13991,5
13992,6
13993,8
13994,7
13995,1
13999,9
14000,4
14001,1
14002,6
14004,9
14005,1
14006,3
14009,0
14012,2
14013,4
14014,7
14015,2
14019,1
14020,5
14021,5
14022,5
14023,7
14024,6
14027,4
14029,5
14030,11
14031,9
14032,8
14034,3
14035,1
14036,2
14037,2
14038,2
14039,3
14040,7
14041,4
14044,6
14045,3
14046,4
14047,2
14048,3
14049,2
14050,0
14051,9
14052,5
14053,7
14054,8
14055,1
14056,8
14057,9
14059,8
14060,4
14062,12
14064,1
14066,6
14067,8
14068,7
14071,8
14073,5
14075,2
14076,5
14077,1
14078,10
14079,4
14080,8
14081,2
14082,3
14083,7
14085,7
14087,4
14088,7
14089,2
14090,6
14092,9
14093,7
14096,9
14098,5
14099,10
14100,3
14101,10
14102,0
14104,7
14105,2
14107,5
14108,5
14109,5
14110,11
14111,8
14112,8
14113,1
14114,3
14116,3
14117,4
14121,0
14124,4
14125,2
14126,3
14127,2
14128,4
14129,1
14130,7
14132,10
14133,7
14135,11
14138,3
14139,4
14140,2
14141,1
14142,2
14143,7
14145,0
14146,1
14147,5
14148,4
14149,5
14150,2
14152,5
14154,1
14155,7
14157,8
14158,4
14159,7
14161,2
14162,7
14163,0
14164,2
14165,3
14167,2
14171,5
14173,3
14174,4
14175,2
14176,3
14177,2
14178,8
14179,0
14180,8
14184,7
14185,5
14188,7
14189,7
14191,6
14193,0
14194,9
14195,2
14196,2
14198,3
14199,6
14201,12
14204,7
14205,4
14206,5
14208,3
14209,5
14210,10
14211,7
14212,2
14214,2
14215,10
14216,3
14217,8
14218,8
14219,3
14220,9
14221,6
14222,4
14223,1
14224,2
14226,2
14227,5
14229,2
14231,2
14232,2
14233,1
14234,2
14235,2
14236,5
14237,1
14238,6
14239,9
14240,3
14241,6
14242,6
14243,7
14245,2
14246,0
14247,5
14248,3
14250,2
14251,1
14256,1
14257,2
14258,8
14259,4
14261,2
14262,9
14264,6
14267,2
14270,8
14271,6
14272,7
14273,4
14276,1
14280,5
14282,9
14284,6
14285,1
14286,3
14287,4
14288,5
14289,10
14290,1
14291,12
14292,2
14293,2
14295,6
14297,2
14298,9
14299,9
14300,4
14301,5
14304,5
14305,1
14306,2
14307,8
14309,6
14311,3
14312,7
14314,4
14315,6
14317,4
14320,5
14321,1
14323,5
14326,6
14327,4
14329,8
14331,6
14332,1
14333,3
14334,8
14336,3
14338,5
14339,3
14340,6
14341,8
14342,3
14344,7
14345,1
14346,1
14348,4
14349,2
14350,6
14351,0
14352,3
14353,3
14354,6
14355,8
14356,0
14357,7
14359,2
14360,0
14362,4
14364,8
14367,7
14368,2
14371,7
14373,2
14375,7
14377,4
14379,6
14381,1
14382,4
14383,2
14385,5
14386,8
14387,0
14388,8
14389,2
14390,9
14393,3
14395,8
14396,7
14397,10
14400,6
14401,6
14403,2
14404,8
14406,1
14407,3
14408,10
14409,12
14410,9
14411,1
14412,0
14413,5
14414,7
14415,9
14416,4
14418,2
14419,9
14420,3
14421,1
14422,8
14423,3
14424,5
14426,7
14427,6
14428,1
14431,3
14432,10
14434,6
14436,7
14437,2
14438,7
14440,3
14441,1
14443,0
14446,2
14447,2
14448,9
14449,4
14450,5
14451,6
14452,4
14453,6
14456,7
14457,7
14459,3
14460,9
14461,0
14462,10
14463,2
14465,0
14466,9
14467,4
14470,5
14472,11
14473,6
14474,4
14475,1
14476,4
14477,3
14479,7
14480,0
14481,4
14482,9
14483,3
14484,3
14485,4
14487,9
14488,2
14489,4
14491,4
14493,0
14494,6
14495,3
14496,3
14497,5
14498,0
14499,1
14500,3
14501,2
14502,9
14503,10
14504,2
14505,12
14506,2
14507,10
14508,7
14511,1
14512,4
14513,4
14514,2
14515,12
14517,0
14518,7
14520,3
14522,2
14523,1
14524,12
14525,9
14527,9
14528,4
14529,7
14530,9
14532,2
14533,9
14534,9
14535,2
14536,3
14537,4
14538,3
14539,5
14540,2
14541,9
14542,6
14543,9
14544,1
14546,1
14547,13
14548,4
14549,3
14550,2
14551,4
14552,4
14553,1
14554,0
14555,4
14557,2
14560,9
14561,1
14562,8
14565,1
14567,0
14569,1
14570,3
14572,9
14573,7
14576,6
14577,2
14578,5
14581,7
14582,2
14583,1
14584,3
14585,2
14586,6
14587,5
14589,8
14591,3
14592,6
14593,6
14594,5
14595,8
14597,1
14598,5
14600,5
14601,4
14603,4
14606,7
14607,8
14608,3
14609,4
14616,2
14618,1
14619,3
14620,3
14621,1
14622,7
14623,1
14624,4
14625,2
14626,1
14628,1
14629,3
14631,3
14632,3
14633,2
14636,5
14638,3
14639,8
14640,12
14641,3
14642,3
14643,1
14644,3
14645,6
14647,6
14649,1
14651,3
14652,6
14653,8
14655,1
14656,11
14657,0
14658,6
14659,8
14660,5
14661,4
14662,2
14664,8
14665,0
14666,4
14667,12
14669,1
14670,1
14672,1
14673,4
14675,5
14676,6
14680,8
14681,5
14682,5
14684,1
14687,4
14688,10
14689,3
14690,4
14691,1
14692,4
14693,5
14696,13
14697,3
14698,0
14699,5
14700,2
14701,10
14702,7
14703,10
14704,10
14705,2
14708,3
14709,9
14710,8
14711,4
14712,2
14713,10
14714,7
14715,1
14716,5
14719,2
14720,2
14722,4
14723,8
14725,1
14727,7
14729,4
14730,10
14731,6
14732,9
14733,10
14735,3
14737,2
14738,7
14739,8
14740,1
14741,8
14744,12
14745,2
14747,6
14748,2
14752,5
14753,6
14754,3
14755,7
14756,0
14757,1
14758,1
14759,2
14760,7
14761,6
14762,5
14764,4
14765,3
14766,11
14768,0
14769,12
14770,3
14772,5
14775,1
14776,12
14778,2
14779,3
14780,5
14782,5
14784,10
14785,1
14788,7
14789,4
14790,1
14792,4
14793,2
14794,6
14795,5
14796,9
14798,7
14799,6
14800,7
14801,1
14803,1
14804,8
14805,3
14806,4
14808,12
14810,8
14813,8
14815,1
14816,5
14817,2
14818,4
14819,3
14820,7
14821,8
14823,1
14824,2
14825,8
14828,3
14829,4
14830,8
14834,3
14836,4
14837,0
14840,3
14841,7
14842,1
14844,1
14847,5
14849,12
14850,7
14851,2
14852,8
14853,7
14854,10
14855,5
14856,2
14857,2
14859,4
14860,6
14861,3
14862,1
14863,3
14865,6
14866,11
14867,2
14868,8
14869,1
14870,6
14871,6
14873,4
14875,2
14878,10
14880,2
14881,3
14882,4
14883,8
14885,0
14886,6
14887,0
14888,4
14889,4
14890,5
14891,2
14893,2
14894,6
14895,10
14896,5
14897,1
14898,12
14901,4
14902,4
14903,0
14904,1
14905,1
14907,10
14908,4
14910,1
14913,2
14915,6
14916,0
14918,3
14920,2
14921,2
14923,0
14924,6
14929,5
14944,12
14946,5
14947,6
14948,9
14950,3
14951,4
14952,8
14953,6
14954,4
14957,1
14958,3
14959,9
14960,4
14961,8
14962,1
14963,1
14964,5
14965,7
14966,4
14967,5
14968,2
14970,1
14971,1
14972,4
14973,2
14974,4
14975,3
14976,10
14978,1
14981,6
14984,7
14985,4
14987,6
14988,4
14995,4
14997,3
14998,3
15000,5
15002,0
15004,2
15005,7
15006,5
15007,5
15009,2
15010,4
15012,2
15014,7
15016,3
15017,5
15018,5
15019,4
15021,8
15022,1
15023,13
15024,12
15025,5
15026,5
15027,1
15028,4
15030,6
15031,7
15032,2
15033,5
15034,6
15035,5
15036,7
15038,12
15039,8
15041,2
15042,5
15043,5
15044,5
15045,1
15046,11
15047,7
15048,0
15049,4
15050,0
15051,0
15052,4
15053,5
15054,5
15057,2
15058,9
15059,10
15060,9
15061,5
15062,3
15063,9
15065,0
15066,2
15067,3
15068,6
15069,0
15070,7
15071,2
15073,1
15074,0
15075,1
15076,1
15078,8
15079,2
15081,4
15083,7
15087,3
15088,2
15089,10
15090,6
15091,6
15092,6
15093,8
15095,0
15096,5
15097,4
15098,1
15099,2
15100,2
15101,7
15103,2
15104,2
15105,10
15106,2
15107,2
15109,6
15110,2
15111,1
15113,1
15114,10
15115,7
15116,3
15117,2
15118,5
15119,3
15120,4
15121,5
15122,1
15123,2
15124,6
15125,8
15127,6
15128,1
15129,8
15130,6
15132,3
15133,2
15134,7
15135,5
15136,3
15139,7
15140,6
15142,5
15143,6
15144,7
15145,2
15146,1
15147,6
15148,8
15149,7
15150,5
15152,10
15153,4
15154,2
15156,1
15157,1
15158,3
15159,10
15160,5
15163,6
15164,1
15165,5
15167,5
15168,7
15171,3
15172,2
15174,2
15175,1
15178,4
15179,2
15180,4
15181,5
15182,5
15184,7
15185,2
15186,6
15187,7
15189,6
15192,0
15193,5
15194,9
15195,1
15197,2
15198,7
15199,2
15201,1
15203,8
15204,6
15205,6
15206,6
15208,2
15210,3
15211,2
15212,10
15213,3
15214,8
15215,1
15216,3
15218,10
15219,3
15220,8
15221,3
15222,4
15223,1
15224,7
15225,4
15226,7
15227,1
15228,1
15230,6
15232,3
15234,3
15235,9
15236,4
15237,3
15238,2
15239,0
15240,1
15241,10
15243,6
15244,4
15245,0
15246,0
15247,2
15249,12
15251,7
15252,1
15253,1
15254,3
15255,1
15256,1
15257,5
15258,6
15260,10
15261,2
15262,5
15263,4
15264,9
15265,1
15266,6
15267,2
15269,8
15270,10
15271,8
15272,1
15274,1
15275,4
15276,2
15277,6
15279,3
15280,9
15281,12
15286,5
15287,1
15288,2
15289,2
15290,9
15291,6
15292,0
15296,6
15297,8
15298,10
15299,13
15300,4
15301,6
15303,5
15304,0
15306,0
15307,5
15308,5
15311,7
15312,2
15313,4
15314,8
15315,3
15316,5
15318,6
15319,3
15320,6
15321,2
15322,8
15325,6
15326,2
15327,1
15329,1
15330,2
15333,1
15334,5
15335,4
15339,4
15341,1
15342,1
15343,3
15344,5
15345,7
15346,4
15347,1
15348,3
15349,3
15350,6
15351,10
15353,1
15355,8
15356,7
15358,6
15360,5
15361,5
15363,4
15364,0
15365,12
15366,3
15367,2
15368,4
15370,12
15372,2
15373,9
15374,5
15376,3
15379,6
15380,1
15381,4
15382,11
15384,7
15385,1
15386,8
15389,5
15392,3
15393,5
15394,2
15395,3
15396,3
15397,2
15398,2
15399,2
15400,0
15402,1
15405,5
15406,6
15407,0
15408,9
15410,11
15411,2
15412,8
15414,1
15415,2
15416,1
15417,6
15419,4
15421,1
15422,1
15423,8
15424,2
15426,2
15427,2
15428,5
15429,5
15432,7
15433,5
15434,2
15435,5
15436,1
15437,5
15438,2
15440,2
15442,8
15443,9
15444,1
15445,6
15447,5
15448,7
15449,1
15450,2
15452,3
15453,10
15454,2
15456,4
15457,5
15458,4
15460,9
15462,3
15463,5
15464,2
15465,11
15466,1
15467,7
15468,4
15469,6
15471,3
15472,1
15473,5
15475,7
15478,0
15482,8
15483,3
15484,0
15485,3
15488,5
15489,2
15491,8
15492,5
15493,1
15494,2
15497,2
15498,5
15500,2
15502,9
15503,5
15504,3
15505,3
15506,2
15507,1
15508,9
15510,3
15511,1
15512,6
15513,7
15514,14
15516,8
15517,5
15518,7
15520,4
15521,7
15522,5
15523,4
15524,5
15525,3
15526,1
15527,9
15528,4
15529,9
15530,2
15531,1
15532,1
15533,2
15535,1
15537,5
15539,4
15540,6
15541,3
15543,7
15544,11
15545,5
15547,9
15549,3
15550,4
15551,0
15552,9
15553,2
15554,3
15555,11
15556,4
15557,5
15561,1
15562,5
15563,1
15565,6
15567,7
15568,0
15569,2
15570,10
15571,3
15572,6
15573,4
15574,2
15576,2
15577,4
15578,2
15579,8
15581,10
15582,1
15584,2
15585,4
15587,0
15589,5
15592,2
15593,5
15594,1
15596,0
15597,6
15598,1
15599,0
15601,9
15602,10
15603,6
15604,10
15605,1
15606,10
15607,2
15608,1
15609,2
15610,3
15611,6
15612,3
15615,10
15618,2
15619,2
15620,2
15621,0
15622,7
15623,7
15624,1
15625,1
15626,7
15628,7
15630,2
15632,9
15634,4
15636,3
15637,6
15639,6
15640,8
15641,0
15643,2
15644,2
15645,5
15646,6
15648,1
15649,2
15651,7
15652,5
15653,1
15654,0
15655,8
15656,1
15657,4
15658,2
15659,1
15660,9
15661,3
15663,2
15664,4
15665,2
15667,4
15668,1
15669,5
15670,4
15671,7
15673,1
15674,1
15675,7
15676,1
15677,7
15678,2
15679,1
15680,2
15681,1
15683,2
15687,10
15689,0
15690,4
15691,4
15692,7
15694,7
15695,1
15696,8
15699,6
15700,5
15701,0
15703,2
15704,2
15705,6
15706,3
15707,3
15708,12
15709,8
15712,2
15713,1
15714,5
15716,1
15717,5
15719,7
15720,3
15721,0
15722,1
15723,5
15724,8
15725,4
15727,11
15729,3
15730,3
15732,3
15733,1
15734,3
15737,9
15738,12
15739,6
15740,3
15743,2
15744,5
15745,2
15746,4
15747,0
15748,3
15749,2
15750,8
15752,9
15753,6
15754,6
15755,10
15756,2
15757,2
15758,4
15759,6
15762,2
15763,3
15764,9
15766,8
15768,4
15769,8
15773,6
15774,2
15775,7
15776,3
15777,0
15780,3
15781,7
15782,2
15783,6
15785,1
15786,0
15787,0
15789,3
15790,2
15791,2
15793,2
15795,6
15796,5
15797,1
15799,0
15800,5
15801,1
15803,5
15804,5
15805,9
15806,2
15807,1
15808,1
15809,6
15810,2
15811,8
15812,2
15813,1
15814,1
15815,3
15819,3
15820,6
15821,3
15822,2
15823,5
15825,5
15826,3
15827,9
15829,3
15830,4
15831,1
15832,2
15834,2
15835,2
15836,3
15837,3
15838,9
15839,1
15840,4
15841,1
15843,3
15844,7
15845,12
15847,6
15850,9
15852,7
15853,7
15854,9
15855,3
15856,8
15857,5
15858,2
15860,12
15861,9
15862,3
15863,10
15864,5
15865,0
15866,8
15867,9
15869,8
15870,4
15872,5
15874,10
15877,1
15880,7
15881,5
15882,4
15883,6
15885,5
15886,9
15888,2
15889,6
15891,4
15894,8
15895,8
15897,4
15898,2
15899,8
15900,6
15901,6
15903,9
15904,6
15906,11
15907,2
15909,2
15910,8
15912,4
15916,6
15917,3
15918,8
15919,6
15920,2
15921,5
15922,4
15923,6
15925,4
15930,4
15932,11
15933,1
15935,4
15937,5
15938,8
15939,9
15940,6
15942,3
15944,2
15945,0
15947,3
15948,4
15949,6
15950,1
15951,1
15952,2
15953,6
15955,7
15957,5
15958,5
15963,2
15965,3
15967,2
15969,1
15970,2
15971,16
15973,7
15974,7
15975,3
15976,5
15977,1
15978,1
15980,0
15981,11
15983,2
15984,12
15985,1
15986,7
15987,6
15988,7
15990,0
15992,4
15993,12
15994,4
15996,11
15998,2
16000,3
16003,2
16005,6
16006,6
16007,1
16008,3
16009,1
16010,5
16011,9
16012,0
16013,6
16014,6
16015,1
16016,5
16017,0
16018,6
16019,9
16020,0
16022,4
16023,3
16024,4
16025,5
16026,7
16027,10
16029,9
16030,1
16031,4
16033,9
16034,5
16036,2
16037,3
16038,8
16040,1
16041,2
16042,2
16043,2
16045,0
16048,5
16049,2
16050,3
16052,2
16053,1
16054,0
16055,7
16056,6
16057,4
16059,8
16062,1
16063,7
16065,5
16066,2
16070,2
16071,5
16072,6
16073,4
16076,12
16078,4
16079,0
16080,3
16081,2
16083,2
16084,5
16085,2
16086,2
16091,2
16092,1
16093,3
16094,0
16096,4
16097,4
16098,9
16099,1
16101,2
16102,1
16103,9
16104,6
16105,7
16106,5
16107,6
16108,2
16109,5
16110,3
16112,3
16113,6
16114,2
16115,10
16116,4
16117,0
16119,5
16120,2
16121,3
16122,6
16123,2
16124,4
16125,8
16126,2
16127,8
16128,3
16131,7
16133,7
16134,6
16135,6
16136,0
16139,3
16140,1
16141,4
16142,3
16143,6
16144,2
16145,9
16146,1
16147,9
16148,5
16149,1
16150,1
16152,2
16153,0
16156,5
16157,6
16159,6
16160,1
16161,9
16162,7
16163,2
16164,3
16168,7
16169,1
16170,5
16171,7
16172,2
16173,10
16174,1
16175,2
16177,4
16178,2
16179,5
16180,5
16181,1
16182,4
16183,6
16184,6
16185,5
16186,9
16187,8
16188,2
16189,2
16190,4
16191,6
16193,11
16198,4
16200,4
16201,2
16202,7
16203,3
16204,3
16205,0
16206,4
16207,1
16208,2
16209,0
16210,9
16211,5
16212,5
16213,2
16214,2
16215,5
16216,1
16217,5
16218,7
16221,2
16222,3
16224,2
16225,2
16226,7
16227,6
16229,1
16230,5
16232,3
16233,5
16235,2
16236,2
16239,4
16240,1
16241,5
16242,9
16243,5
16244,1
16245,1
16247,2
16248,3
16249,1
16250,4
16253,1
16255,9
16256,1
16257,4
16258,2
16260,1
16261,1
16265,7
16266,9
16268,5
16270,3
16271,2
16272,4
16274,6
16275,2
16276,1
16278,5
16279,1
16281,1
16282,4
16283,1
16284,2
16287,3
16292,7
16293,5
16295,1
16297,3
16298,4
16302,5
16303,2
16305,4
16306,4
16308,3
16309,2
16311,3
16313,3
16315,5
16316,5
16317,1
16318,6
16319,8
16322,8
16323,2
16324,8
16325,3
16326,8
16327,8
16330,9
16332,13
16333,4
16337,5
16338,4
16339,3
16340,2
16341,2
16342,7
16343,4
16344,5
16345,6
16347,2
16348,5
16349,5
16350,3
16351,5
16352,2
16353,6
16354,4
16356,2
16357,5
16358,1
16359,12
16360,11
16361,2
16362,3
16363,3
16364,2
16365,12
16366,4
16367,3
16368,1
16369,1
16370,1
16372,0
16374,3
16376,2
16377,3
16378,3
16379,2
16380,3
16383,3
16384,8
16385,5
16386,4
16387,3
16389,1
16392,4
16393,11
16394,1
16395,1
16398,2
16399,1
16400,5
16401,6
16402,5
16403,1
16404,5
16405,6
16406,4
16407,10
16409,1
16411,4
16412,7
16413,2
16414,5
16415,9
16416,3
16418,4
16419,6
16422,7
16423,2
16424,1
16425,5
16426,7
16427,10
16429,2
16430,2
16431,3
16432,2
16433,9
16434,9
16438,2
16440,2
16441,2
16442,1
16444,0
16445,4
16446,1
16447,4
16448,1
16449,2
16450,6
16451,7
16454,4
16455,7
16456,2
16457,4
16458,10
16460,2
16461,2
16462,4
16463,3
16464,2
16466,8
16468,2
16469,6
16470,1
16471,2
16473,5
16474,5
16475,5
16477,8
16478,3
16479,7
16480,0
16482,2
16483,7
16484,6
16485,3
16488,0
16491,2
16493,1
16494,2
16495,1
16496,1
16497,10
16498,3
16499,4
16500,6
16503,3
16504,2
16505,0
16506,2
16509,5
16510,7
16511,1
16513,1
16515,1
16516,4
16517,4
16518,5
16519,8
16520,1
16523,10
16525,7
16526,3
16527,4
16528,5
16529,6
16531,13
16532,1
16533,1
16535,3
16536,2
16539,1
16542,5
16545,3
16546,3
16549,8
16550,1
16551,2
16552,3
16553,5
16554,1
16555,1
16556,7
16557,3
16558,14
16560,3
16561,5
16563,4
16565,3
16566,0
16567,1
16569,6
16570,10
16571,1
16572,2
16573,7
16574,3
16581,3
16582,6
16583,3
16584,0
16586,3
16587,2
16589,9
16591,4
16592,11
16593,5
16594,5
16595,7
16596,6
16597,2
16598,5
16600,9
16601,6
16602,1
16603,2
16607,7
16609,9
16610,5
16611,6
16612,2
16613,4
16614,2
16616,3
16617,5
16618,2
16619,6
16620,7
16621,0
16623,5
16624,2
16625,2
16626,10
16627,5
16628,0
16629,4
16633,8
16634,8
16637,2
16638,4
16639,2
16641,6
16642,3
16643,6
16644,0
16647,2
16648,4
16650,4
16652,8
16653,2
16654,3
16655,14
16656,11
16657,1
16658,3
16659,5
16660,2
16665,1
16666,7
16667,0
16668,2
16669,2
16670,7
16671,2
16672,6
16674,2
16676,1
16678,10
16679,3
16680,3
16681,11
16682,1
16684,6
16685,7
16686,9
16688,1
16689,6
16690,5
16692,2
16693,5
16696,3
16697,4
16698,1
16700,11
16701,6
16705,8
16706,6
16708,4
16709,2
16710,10
16711,1
16712,10
16713,8
16714,0
16715,3
16716,3
16717,9
16718,4
16719,8
16720,5
16721,5
16722,10
16723,1
16725,5
16726,3
16727,6
